carpeta_teselas,depth,dreamsim,grid_cols,grid_rows,imagen,lpips,prueba,psnr,ssim,tipo_experimento,usar_adaptacion_pool,usar_espacio_perceptual
pid/pruebas/teselas_mas_variedad,1,0.6785991787910461,40,60,padelplayers,0.7739391922950745,prueba_depth_1,11.294687313338605,0.06535330414772034,depth,False,True
pid/pruebas/teselas_mas_variedad,1,0.5548456311225891,40,60,streetmarket,0.7305794358253479,prueba_depth_1,9.904263712807554,0.06887594610452652,depth,False,True
pid/pruebas/teselas_mas_variedad,2,0.7017145752906799,40,60,beachnight,0.8593566417694092,prueba_depth_2,11.300280592002142,0.04749061539769173,depth,False,True
pid/pruebas/teselas_mas_variedad,2,0.45771193504333496,40,60,clothshop,0.7733087539672852,prueba_depth_2,11.274674652531154,0.0888158455491066,depth,False,True
pid/pruebas/teselas_mas_variedad,2,0.5946874618530273,40,60,eagle,0.874123215675354,prueba_depth_2,10.194358100976578,0.03316798806190491,depth,False,True
pid/pruebas/teselas_mas_variedad,2,0.36874866485595703,40,60,flower,0.8703567981719971,prueba_depth_2,13.070324953763118,0.08435159176588058,depth,False,True
pid/pruebas/teselas_mas_variedad,2,0.7242829203605652,40,60,forest,0.7337350845336914,prueba_depth_2,10.157233459813202,0.022415662184357643,depth,False,True
pid/pruebas/teselas_mas_variedad,2,0.4608626365661621,40,60,fruits,0.7637909650802612,prueba_depth_2,11.44508121389193,0.08603442460298538,depth,False,True
pid/pruebas/teselas_mas_variedad,2,0.6370667219161987,40,60,house,0.7334491014480591,prueba_depth_2,10.7452473658868,0.042407285422086716,depth,False,True
pid/pruebas/teselas_mas_variedad,2,0.6812849640846252,40,60,mountain,0.7664496898651123,prueba_depth_2,10.702252121128906,0.035044267773628235,depth,False,True
pid/pruebas/teselas_mas_variedad,2,0.6490347981452942,40,60,padelplayers,0.7705824375152588,prueba_depth_2,11.371373714591329,0.07193383574485779,depth,False,True
pid/pruebas/teselas_mas_variedad,2,0.5202628374099731,40,60,streetmarket,0.7277736663818359,prueba_depth_2,10.151201831263139,0.10132086277008057,depth,False,True
pid/pruebas/teselas_mas_variedad,3,0.694997251033783,40,60,beachnight,0.8559974431991577,prueba_depth_3,11.31463103076987,0.049768511205911636,depth,False,True
pid/pruebas/teselas_mas_variedad,3,0.4413890838623047,40,60,clothshop,0.7647030353546143,prueba_depth_3,11.326645956664168,0.09530329704284668,depth,False,True
pid/pruebas/teselas_mas_variedad,3,0.5938077569007874,40,60,eagle,0.8736868500709534,prueba_depth_3,10.194890766037833,0.0333121120929718,depth,False,True
pid/pruebas/teselas_mas_variedad,3,0.35953986644744873,40,60,flower,0.865373969078064,prueba_depth_3,13.11271241776674,0.08782918006181717,depth,False,True
pid/pruebas/teselas_mas_variedad,3,0.7242829203605652,40,60,forest,0.7337350845336914,prueba_depth_3,10.157233459813202,0.022415662184357643,depth,False,True
pid/pruebas/teselas_mas_variedad,3,0.4508832097053528,40,60,fruits,0.7581579685211182,prueba_depth_3,11.469634024359648,0.08950432389974594,depth,False,True
pid/pruebas/teselas_mas_variedad,3,0.6312843561172485,40,60,house,0.7311710119247437,prueba_depth_3,10.757767354105653,0.0441608726978302,depth,False,True
pid/pruebas/teselas_mas_variedad,3,0.6813324689865112,40,60,mountain,0.7661961317062378,prueba_depth_3,10.703263733769068,0.0352298729121685,depth,False,True
pid/pruebas/teselas_mas_variedad,3,0.6365280747413635,40,60,padelplayers,0.7636496424674988,prueba_depth_3,11.412395940270073,0.07588274031877518,depth,False,True
