carpeta_teselas,depth,dreamsim,grid_cols,grid_rows,imagen,lpips,prueba,psnr,ssim,tipo_experimento,usar_adaptacion_pool,usar_espacio_perceptual
pid/pruebas/teselas_menos_variedad,1,0.7813570499420166,10,15,beachnight,0.8749167919158936,prueba_grid_dims_15x10,13.501227383093966,0.13094235956668854,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.6463902592658997,10,15,clothshop,0.7542239427566528,prueba_grid_dims_15x10,12.792936831804973,0.09980138391256332,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.7610575556755066,10,15,eagle,0.7646185755729675,prueba_grid_dims_15x10,13.239370158424244,0.1155778169631958,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.7572644352912903,10,15,flower,0.769477128982544,prueba_grid_dims_15x10,12.917891368688627,0.1221240982413292,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.692194402217865,10,15,forest,0.7520996332168579,prueba_grid_dims_15x10,13.188037627227418,0.08524617552757263,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.5705337524414062,10,15,fruits,0.6604664921760559,prueba_grid_dims_15x10,13.042589646705053,0.0996834933757782,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.8431793451309204,10,15,house,0.8086969256401062,prueba_grid_dims_15x10,13.157997145340975,0.10220811516046524,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.7994703650474548,10,15,mountain,0.7798200249671936,prueba_grid_dims_15x10,13.1003286230743,0.09398183971643448,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.742953896522522,10,15,padelplayers,0.694059431552887,prueba_grid_dims_15x10,13.159099665821367,0.10971813648939133,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.6278189420700073,10,15,streetmarket,0.6892691254615784,prueba_grid_dims_15x10,13.304659189599,0.09957098215818405,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.7470573782920837,20,30,beachnight,0.8687365055084229,prueba_grid_dims_30x20,13.508359899274748,0.06919919699430466,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.6528558135032654,20,30,clothshop,0.7282702922821045,prueba_grid_dims_30x20,12.74306902198131,0.05059292912483215,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.7470778226852417,20,30,eagle,0.7737197279930115,prueba_grid_dims_30x20,13.41218400089771,0.062489986419677734,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.6706326603889465,20,30,flower,0.7922213673591614,prueba_grid_dims_30x20,13.085072503588727,0.07213231921195984,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.6183330416679382,20,30,forest,0.6700237393379211,prueba_grid_dims_30x20,13.087603112474914,0.05185852572321892,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.5727063417434692,20,30,fruits,0.6352577209472656,prueba_grid_dims_30x20,13.063674877729145,0.053687114268541336,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.7779198884963989,20,30,house,0.7695422172546387,prueba_grid_dims_30x20,13.244210508452493,0.05606277659535408,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.7714638113975525,20,30,mountain,0.7379501461982727,prueba_grid_dims_30x20,13.377075028808235,0.05510847270488739,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.7535413503646851,20,30,padelplayers,0.7243380546569824,prueba_grid_dims_30x20,13.347493061900568,0.06244020536541939,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.6531070470809937,20,30,streetmarket,0.6557672023773193,prueba_grid_dims_30x20,13.299111070807669,0.058009933680295944,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.7134250998497009,30,45,beachnight,0.8902254700660706,prueba_grid_dims_45x30,13.619554639824369,0.05239264294505119,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.6339789032936096,30,45,clothshop,0.7151079177856445,prueba_grid_dims_45x30,12.916967656953428,0.044176578521728516,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.5944409370422363,30,45,eagle,0.8058348894119263,prueba_grid_dims_45x30,13.4640933412201,0.053093958646059036,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.6324053406715393,30,45,flower,0.8093550205230713,prueba_grid_dims_45x30,13.17660088919534,0.0518282949924469,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.549988865852356,30,45,forest,0.6658133864402771,prueba_grid_dims_45x30,13.251381209927608,0.042225431650877,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.5639094114303589,30,45,fruits,0.6682561635971069,prueba_grid_dims_45x30,13.256830358340629,0.043710965663194656,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.7348898649215698,30,45,house,0.7724140882492065,prueba_grid_dims_45x30,13.138930333058711,0.04456678032875061,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.7258555889129639,30,45,mountain,0.7442491054534912,prueba_grid_dims_45x30,13.535731741563819,0.047666389495134354,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.7583494782447815,30,45,padelplayers,0.755573034286499,prueba_grid_dims_45x30,13.581916734163952,0.05498169735074043,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.6650553941726685,30,45,streetmarket,0.659600555896759,prueba_grid_dims_45x30,13.483673753344227,0.05111292377114296,grid,True,True
pid/pruebas/teselas_menos_variedad,1,0.6890965700149536,40,60,beachnight,0.8871327638626099,prueba_grid_dims_60x40,13.651255633495463,0.042513441294431686,grid,True,True
